dateRep;year;month;day;cases;deaths;countriesAndTerritories;geoId;popData2020;countryterritoryCode;continentExp
26/11/2021;2021;11;26;14330;66;Austria;AT;8901064;AUT;Europe
25/11/2021;2021;11;25;14575;55;Austria;AT;8901064;AUT;Europe
24/11/2021;2021;11;24;10665;59;Austria;AT;8901064;AUT;Europe
23/11/2021;2021;11;23;11921;39;Austria;AT;8901064;AUT;Europe
22/11/2021;2021;11;22;13795;19;Austria;AT;8901064;AUT;Europe
21/11/2021;2021;11;21;15208;31;Austria;AT;8901064;AUT;Europe
20/11/2021;2021;11;20;15950;31;Austria;AT;8901064;AUT;Europe
19/11/2021;2021;11;19;14917;39;Austria;AT;8901064;AUT;Europe
18/11/2021;2021;11;18;16185;29;Austria;AT;8901064;AUT;Europe
17/11/2021;2021;11;17;10472;49;Austria;AT;8901064;AUT;Europe
16/11/2021;2021;11;16;12199;29;Austria;AT;8901064;AUT;Europe
15/11/2021;2021;11;15;11227;36;Austria;AT;8901064;AUT;Europe
14/11/2021;2021;11;14;13284;26;Austria;AT;8901064;AUT;Europe
13/11/2021;2021;11;13;11191;31;Austria;AT;8901064;AUT;Europe
12/11/2021;2021;11;12;13500;27;Austria;AT;8901064;AUT;Europe
11/11/2021;2021;11;11;11571;16;Austria;AT;8901064;AUT;Europe
10/11/2021;2021;11;10;7056;30;Austria;AT;8901064;AUT;Europe
09/11/2021;2021;11;09;7975;13;Austria;AT;8901064;AUT;Europe
08/11/2021;2021;11;08;8582;17;Austria;AT;8901064;AUT;Europe
07/11/2021;2021;11;07;9894;16;Austria;AT;8901064;AUT;Europe
06/11/2021;2021;11;06;9618;31;Austria;AT;8901064;AUT;Europe
05/11/2021;2021;11;05;8877;22;Austria;AT;8901064;AUT;Europe
04/11/2021;2021;11;04;6494;14;Austria;AT;8901064;AUT;Europe
03/11/2021;2021;11;03;4962;10;Austria;AT;8901064;AUT;Europe
02/11/2021;2021;11;02;4972;10;Austria;AT;8901064;AUT;Europe
01/11/2021;2021;11;01;5741;8;Austria;AT;8901064;AUT;Europe
31/10/2021;2021;10;31;6014;10;Austria;AT;8901064;AUT;Europe
30/10/2021;2021;10;30;6093;7;Austria;AT;8901064;AUT;Europe
29/10/2021;2021;10;29;4232;13;Austria;AT;8901064;AUT;Europe
28/10/2021;2021;10;28;4407;18;Austria;AT;8901064;AUT;Europe
27/10/2021;2021;10;27;3388;13;Austria;AT;8901064;AUT;Europe
26/10/2021;2021;10;26;2765;15;Austria;AT;8901064;AUT;Europe
25/10/2021;2021;10;25;3655;1;Austria;AT;8901064;AUT;Europe
24/10/2021;2021;10;24;3731;8;Austria;AT;8901064;AUT;Europe
23/10/2021;2021;10;23;3550;11;Austria;AT;8901064;AUT;Europe
22/10/2021;2021;10;22;3818;8;Austria;AT;8901064;AUT;Europe
21/10/2021;2021;10;21;3865;14;Austria;AT;8901064;AUT;Europe
20/10/2021;2021;10;20;2605;9;Austria;AT;8901064;AUT;Europe
19/10/2021;2021;10;19;1797;13;Austria;AT;8901064;AUT;Europe
18/10/2021;2021;10;18;2257;9;Austria;AT;8901064;AUT;Europe
17/10/2021;2021;10;17;2451;4;Austria;AT;8901064;AUT;Europe
16/10/2021;2021;10;16;2495;16;Austria;AT;8901064;AUT;Europe
15/10/2021;2021;10;15;2210;17;Austria;AT;8901064;AUT;Europe
14/10/2021;2021;10;14;2719;11;Austria;AT;8901064;AUT;Europe
13/10/2021;2021;10;13;1420;8;Austria;AT;8901064;AUT;Europe
12/10/2021;2021;10;12;1209;14;Austria;AT;8901064;AUT;Europe
11/10/2021;2021;10;11;1696;3;Austria;AT;8901064;AUT;Europe
10/10/2021;2021;10;10;1833;7;Austria;AT;8901064;AUT;Europe
09/10/2021;2021;10;09;1890;16;Austria;AT;8901064;AUT;Europe
08/10/2021;2021;10;08;2040;8;Austria;AT;8901064;AUT;Europe
07/10/2021;2021;10;07;2924;15;Austria;AT;8901064;AUT;Europe
06/10/2021;2021;10;06;1175;9;Austria;AT;8901064;AUT;Europe
05/10/2021;2021;10;05;1143;11;Austria;AT;8901064;AUT;Europe
04/10/2021;2021;10;04;1532;5;Austria;AT;8901064;AUT;Europe
03/10/2021;2021;10;03;2000;7;Austria;AT;8901064;AUT;Europe
02/10/2021;2021;10;02;1953;4;Austria;AT;8901064;AUT;Europe
01/10/2021;2021;10;01;1997;6;Austria;AT;8901064;AUT;Europe
30/09/2021;2021;09;30;2536;14;Austria;AT;8901064;AUT;Europe
29/09/2021;2021;09;29;1338;7;Austria;AT;8901064;AUT;Europe
28/09/2021;2021;09;28;1267;5;Austria;AT;8901064;AUT;Europe
27/09/2021;2021;09;27;1556;6;Austria;AT;8901064;AUT;Europe
26/09/2021;2021;09;26;2029;4;Austria;AT;8901064;AUT;Europe
25/09/2021;2021;09;25;1803;10;Austria;AT;8901064;AUT;Europe
24/09/2021;2021;09;24;1708;9;Austria;AT;8901064;AUT;Europe
23/09/2021;2021;09;23;2089;12;Austria;AT;8901064;AUT;Europe
22/09/2021;2021;09;22;1242;17;Austria;AT;8901064;AUT;Europe
21/09/2021;2021;09;21;1162;7;Austria;AT;8901064;AUT;Europe
20/09/2021;2021;09;20;1708;7;Austria;AT;8901064;AUT;Europe
19/09/2021;2021;09;19;2072;5;Austria;AT;8901064;AUT;Europe
18/09/2021;2021;09;18;2235;9;Austria;AT;8901064;AUT;Europe
17/09/2021;2021;09;17;2283;8;Austria;AT;8901064;AUT;Europe
16/09/2021;2021;09;16;2638;8;Austria;AT;8901064;AUT;Europe
15/09/2021;2021;09;15;1859;7;Austria;AT;8901064;AUT;Europe
14/09/2021;2021;09;14;1227;4;Austria;AT;8901064;AUT;Europe
13/09/2021;2021;09;13;1891;0;Austria;AT;8901064;AUT;Europe
12/09/2021;2021;09;12;2431;5;Austria;AT;8901064;AUT;Europe
11/09/2021;2021;09;11;2259;5;Austria;AT;8901064;AUT;Europe
10/09/2021;2021;09;10;2157;3;Austria;AT;8901064;AUT;Europe
09/09/2021;2021;09;09;2505;6;Austria;AT;8901064;AUT;Europe
08/09/2021;2021;09;08;1496;8;Austria;AT;8901064;AUT;Europe
07/09/2021;2021;09;07;1342;7;Austria;AT;8901064;AUT;Europe
06/09/2021;2021;09;06;1729;5;Austria;AT;8901064;AUT;Europe
05/09/2021;2021;09;05;1865;4;Austria;AT;8901064;AUT;Europe
04/09/2021;2021;09;04;1733;7;Austria;AT;8901064;AUT;Europe
03/09/2021;2021;09;03;1549;3;Austria;AT;8901064;AUT;Europe
02/09/2021;2021;09;02;1821;6;Austria;AT;8901064;AUT;Europe
01/09/2021;2021;09;01;1265;1;Austria;AT;8901064;AUT;Europe
31/08/2021;2021;08;31;1092;2;Austria;AT;8901064;AUT;Europe
30/08/2021;2021;08;30;1339;5;Austria;AT;8901064;AUT;Europe
29/08/2021;2021;08;29;1408;4;Austria;AT;8901064;AUT;Europe
28/08/2021;2021;08;28;1490;2;Austria;AT;8901064;AUT;Europe
27/08/2021;2021;08;27;1535;2;Austria;AT;8901064;AUT;Europe
26/08/2021;2021;08;26;1618;2;Austria;AT;8901064;AUT;Europe
25/08/2021;2021;08;25;1014;3;Austria;AT;8901064;AUT;Europe
24/08/2021;2021;08;24;971;2;Austria;AT;8901064;AUT;Europe
23/08/2021;2021;08;23;1174;2;Austria;AT;8901064;AUT;Europe
22/08/2021;2021;08;22;1309;1;Austria;AT;8901064;AUT;Europe
21/08/2021;2021;08;21;1321;2;Austria;AT;8901064;AUT;Europe
20/08/2021;2021;08;20;1179;0;Austria;AT;8901064;AUT;Europe
19/08/2021;2021;08;19;1293;0;Austria;AT;8901064;AUT;Europe
18/08/2021;2021;08;18;864;0;Austria;AT;8901064;AUT;Europe
17/08/2021;2021;08;17;715;0;Austria;AT;8901064;AUT;Europe
16/08/2021;2021;08;16;871;2;Austria;AT;8901064;AUT;Europe
15/08/2021;2021;08;15;997;2;Austria;AT;8901064;AUT;Europe
14/08/2021;2021;08;14;967;2;Austria;AT;8901064;AUT;Europe
13/08/2021;2021;08;13;879;0;Austria;AT;8901064;AUT;Europe
12/08/2021;2021;08;12;894;1;Austria;AT;8901064;AUT;Europe
11/08/2021;2021;08;11;584;1;Austria;AT;8901064;AUT;Europe
10/08/2021;2021;08;10;343;1;Austria;AT;8901064;AUT;Europe
09/08/2021;2021;08;09;587;1;Austria;AT;8901064;AUT;Europe
08/08/2021;2021;08;08;673;1;Austria;AT;8901064;AUT;Europe
07/08/2021;2021;08;07;553;1;Austria;AT;8901064;AUT;Europe
06/08/2021;2021;08;06;485;2;Austria;AT;8901064;AUT;Europe
05/08/2021;2021;08;05;597;1;Austria;AT;8901064;AUT;Europe
04/08/2021;2021;08;04;376;2;Austria;AT;8901064;AUT;Europe
03/08/2021;2021;08;03;332;1;Austria;AT;8901064;AUT;Europe
02/08/2021;2021;08;02;444;1;Austria;AT;8901064;AUT;Europe
01/08/2021;2021;08;01;593;0;Austria;AT;8901064;AUT;Europe
31/07/2021;2021;07;31;517;1;Austria;AT;8901064;AUT;Europe
30/07/2021;2021;07;30;495;0;Austria;AT;8901064;AUT;Europe
29/07/2021;2021;07;29;528;0;Austria;AT;8901064;AUT;Europe
28/07/2021;2021;07;28;404;1;Austria;AT;8901064;AUT;Europe
27/07/2021;2021;07;27;291;2;Austria;AT;8901064;AUT;Europe
26/07/2021;2021;07;26;323;1;Austria;AT;8901064;AUT;Europe
25/07/2021;2021;07;25;368;0;Austria;AT;8901064;AUT;Europe
24/07/2021;2021;07;24;406;1;Austria;AT;8901064;AUT;Europe
23/07/2021;2021;07;23;463;0;Austria;AT;8901064;AUT;Europe
22/07/2021;2021;07;22;400;0;Austria;AT;8901064;AUT;Europe
21/07/2021;2021;07;21;306;0;Austria;AT;8901064;AUT;Europe
20/07/2021;2021;07;20;248;0;Austria;AT;8901064;AUT;Europe
19/07/2021;2021;07;19;325;0;Austria;AT;8901064;AUT;Europe
18/07/2021;2021;07;18;466;1;Austria;AT;8901064;AUT;Europe
17/07/2021;2021;07;17;328;0;Austria;AT;8901064;AUT;Europe
16/07/2021;2021;07;16;310;1;Austria;AT;8901064;AUT;Europe
15/07/2021;2021;07;15;268;2;Austria;AT;8901064;AUT;Europe
14/07/2021;2021;07;14;283;0;Austria;AT;8901064;AUT;Europe
13/07/2021;2021;07;13;87;0;Austria;AT;8901064;AUT;Europe
12/07/2021;2021;07;12;156;0;Austria;AT;8901064;AUT;Europe
11/07/2021;2021;07;11;25;0;Austria;AT;8901064;AUT;Europe
10/07/2021;2021;07;10;117;0;Austria;AT;8901064;AUT;Europe
09/07/2021;2021;07;09;130;1;Austria;AT;8901064;AUT;Europe
08/07/2021;2021;07;08;111;1;Austria;AT;8901064;AUT;Europe
07/07/2021;2021;07;07;90;0;Austria;AT;8901064;AUT;Europe
06/07/2021;2021;07;06;45;0;Austria;AT;8901064;AUT;Europe
05/07/2021;2021;07;05;73;3;Austria;AT;8901064;AUT;Europe
04/07/2021;2021;07;04;145;3;Austria;AT;8901064;AUT;Europe
03/07/2021;2021;07;03;163;1;Austria;AT;8901064;AUT;Europe
02/07/2021;2021;07;02;55;0;Austria;AT;8901064;AUT;Europe
01/07/2021;2021;07;01;36;1;Austria;AT;8901064;AUT;Europe
30/06/2021;2021;06;30;100;1;Austria;AT;8901064;AUT;Europe
29/06/2021;2021;06;29;75;1;Austria;AT;8901064;AUT;Europe
28/06/2021;2021;06;28;67;2;Austria;AT;8901064;AUT;Europe
27/06/2021;2021;06;27;129;0;Austria;AT;8901064;AUT;Europe
26/06/2021;2021;06;26;115;3;Austria;AT;8901064;AUT;Europe
25/06/2021;2021;06;25;101;3;Austria;AT;8901064;AUT;Europe
24/06/2021;2021;06;24;121;0;Austria;AT;8901064;AUT;Europe
23/06/2021;2021;06;23;108;2;Austria;AT;8901064;AUT;Europe
22/06/2021;2021;06;22;118;1;Austria;AT;8901064;AUT;Europe
21/06/2021;2021;06;21;109;2;Austria;AT;8901064;AUT;Europe
20/06/2021;2021;06;20;149;4;Austria;AT;8901064;AUT;Europe
19/06/2021;2021;06;19;132;2;Austria;AT;8901064;AUT;Europe
18/06/2021;2021;06;18;171;1;Austria;AT;8901064;AUT;Europe
17/06/2021;2021;06;17;181;3;Austria;AT;8901064;AUT;Europe
16/06/2021;2021;06;16;-171;2;Austria;AT;8901064;AUT;Europe
15/06/2021;2021;06;15;64;3;Austria;AT;8901064;AUT;Europe
14/06/2021;2021;06;14;216;4;Austria;AT;8901064;AUT;Europe
13/06/2021;2021;06;13;214;3;Austria;AT;8901064;AUT;Europe
12/06/2021;2021;06;12;234;0;Austria;AT;8901064;AUT;Europe
11/06/2021;2021;06;11;262;4;Austria;AT;8901064;AUT;Europe
10/06/2021;2021;06;10;328;4;Austria;AT;8901064;AUT;Europe
09/06/2021;2021;06;09;280;4;Austria;AT;8901064;AUT;Europe
08/06/2021;2021;06;08;259;5;Austria;AT;8901064;AUT;Europe
07/06/2021;2021;06;07;355;4;Austria;AT;8901064;AUT;Europe
06/06/2021;2021;06;06;304;2;Austria;AT;8901064;AUT;Europe
05/06/2021;2021;06;05;286;4;Austria;AT;8901064;AUT;Europe
04/06/2021;2021;06;04;323;6;Austria;AT;8901064;AUT;Europe
03/06/2021;2021;06;03;472;6;Austria;AT;8901064;AUT;Europe
02/06/2021;2021;06;02;364;4;Austria;AT;8901064;AUT;Europe
01/06/2021;2021;06;01;152;5;Austria;AT;8901064;AUT;Europe
31/05/2021;2021;05;31;366;5;Austria;AT;8901064;AUT;Europe
30/05/2021;2021;05;30;570;8;Austria;AT;8901064;AUT;Europe
29/05/2021;2021;05;29;538;6;Austria;AT;8901064;AUT;Europe
28/05/2021;2021;05;28;639;9;Austria;AT;8901064;AUT;Europe
27/05/2021;2021;05;27;405;6;Austria;AT;8901064;AUT;Europe
26/05/2021;2021;05;26;287;5;Austria;AT;8901064;AUT;Europe
25/05/2021;2021;05;25;342;9;Austria;AT;8901064;AUT;Europe
24/05/2021;2021;05;24;520;7;Austria;AT;8901064;AUT;Europe
23/05/2021;2021;05;23;626;10;Austria;AT;8901064;AUT;Europe
22/05/2021;2021;05;22;671;6;Austria;AT;8901064;AUT;Europe
21/05/2021;2021;05;21;603;2;Austria;AT;8901064;AUT;Europe
20/05/2021;2021;05;20;866;12;Austria;AT;8901064;AUT;Europe
19/05/2021;2021;05;19;630;8;Austria;AT;8901064;AUT;Europe
18/05/2021;2021;05;18;391;9;Austria;AT;8901064;AUT;Europe
17/05/2021;2021;05;17;676;12;Austria;AT;8901064;AUT;Europe
16/05/2021;2021;05;16;684;6;Austria;AT;8901064;AUT;Europe
15/05/2021;2021;05;15;721;11;Austria;AT;8901064;AUT;Europe
14/05/2021;2021;05;14;1100;21;Austria;AT;8901064;AUT;Europe
13/05/2021;2021;05;13;1179;6;Austria;AT;8901064;AUT;Europe
12/05/2021;2021;05;12;968;13;Austria;AT;8901064;AUT;Europe
11/05/2021;2021;05;11;670;17;Austria;AT;8901064;AUT;Europe
10/05/2021;2021;05;10;1009;9;Austria;AT;8901064;AUT;Europe
09/05/2021;2021;05;09;1251;18;Austria;AT;8901064;AUT;Europe
08/05/2021;2021;05;08;1383;16;Austria;AT;8901064;AUT;Europe
07/05/2021;2021;05;07;1220;14;Austria;AT;8901064;AUT;Europe
06/05/2021;2021;05;06;1682;22;Austria;AT;8901064;AUT;Europe
05/05/2021;2021;05;05;1297;16;Austria;AT;8901064;AUT;Europe
04/05/2021;2021;05;04;888;25;Austria;AT;8901064;AUT;Europe
03/05/2021;2021;05;03;1732;24;Austria;AT;8901064;AUT;Europe
02/05/2021;2021;05;02;1655;15;Austria;AT;8901064;AUT;Europe
01/05/2021;2021;05;01;2231;21;Austria;AT;8901064;AUT;Europe
30/04/2021;2021;04;30;1995;27;Austria;AT;8901064;AUT;Europe
29/04/2021;2021;04;29;2286;20;Austria;AT;8901064;AUT;Europe
28/04/2021;2021;04;28;1557;22;Austria;AT;8901064;AUT;Europe
27/04/2021;2021;04;27;1380;16;Austria;AT;8901064;AUT;Europe
26/04/2021;2021;04;26;2091;23;Austria;AT;8901064;AUT;Europe
25/04/2021;2021;04;25;2231;13;Austria;AT;8901064;AUT;Europe
24/04/2021;2021;04;24;2407;27;Austria;AT;8901064;AUT;Europe
23/04/2021;2021;04;23;2347;18;Austria;AT;8901064;AUT;Europe
22/04/2021;2021;04;22;2377;42;Austria;AT;8901064;AUT;Europe
21/04/2021;2021;04;21;2005;21;Austria;AT;8901064;AUT;Europe
20/04/2021;2021;04;20;1792;23;Austria;AT;8901064;AUT;Europe
19/04/2021;2021;04;19;2159;31;Austria;AT;8901064;AUT;Europe
18/04/2021;2021;04;18;2591;28;Austria;AT;8901064;AUT;Europe
17/04/2021;2021;04;17;2348;26;Austria;AT;8901064;AUT;Europe
16/04/2021;2021;04;16;2561;33;Austria;AT;8901064;AUT;Europe
15/04/2021;2021;04;15;2855;29;Austria;AT;8901064;AUT;Europe
14/04/2021;2021;04;14;2032;28;Austria;AT;8901064;AUT;Europe
13/04/2021;2021;04;13;1770;26;Austria;AT;8901064;AUT;Europe
12/04/2021;2021;04;12;2139;26;Austria;AT;8901064;AUT;Europe
11/04/2021;2021;04;11;3559;35;Austria;AT;8901064;AUT;Europe
10/04/2021;2021;04;10;2432;31;Austria;AT;8901064;AUT;Europe
09/04/2021;2021;04;09;3052;36;Austria;AT;8901064;AUT;Europe
08/04/2021;2021;04;08;3006;22;Austria;AT;8901064;AUT;Europe
07/04/2021;2021;04;07;2077;28;Austria;AT;8901064;AUT;Europe
06/04/2021;2021;04;06;2268;39;Austria;AT;8901064;AUT;Europe
05/04/2021;2021;04;05;2915;26;Austria;AT;8901064;AUT;Europe
04/04/2021;2021;04;04;3693;34;Austria;AT;8901064;AUT;Europe
03/04/2021;2021;04;03;3077;30;Austria;AT;8901064;AUT;Europe
02/04/2021;2021;04;02;3058;28;Austria;AT;8901064;AUT;Europe
01/04/2021;2021;04;01;3107;25;Austria;AT;8901064;AUT;Europe
31/03/2021;2021;03;31;2810;31;Austria;AT;8901064;AUT;Europe
30/03/2021;2021;03;30;3240;28;Austria;AT;8901064;AUT;Europe
29/03/2021;2021;03;29;2667;23;Austria;AT;8901064;AUT;Europe
28/03/2021;2021;03;28;3896;25;Austria;AT;8901064;AUT;Europe
27/03/2021;2021;03;27;3487;30;Austria;AT;8901064;AUT;Europe
26/03/2021;2021;03;26;3516;23;Austria;AT;8901064;AUT;Europe
25/03/2021;2021;03;25;3262;18;Austria;AT;8901064;AUT;Europe
24/03/2021;2021;03;24;2715;30;Austria;AT;8901064;AUT;Europe
23/03/2021;2021;03;23;2306;27;Austria;AT;8901064;AUT;Europe
22/03/2021;2021;03;22;2918;20;Austria;AT;8901064;AUT;Europe
21/03/2021;2021;03;21;4051;30;Austria;AT;8901064;AUT;Europe
20/03/2021;2021;03;20;3304;24;Austria;AT;8901064;AUT;Europe
19/03/2021;2021;03;19;3507;32;Austria;AT;8901064;AUT;Europe
18/03/2021;2021;03;18;2814;22;Austria;AT;8901064;AUT;Europe
17/03/2021;2021;03;17;2487;24;Austria;AT;8901064;AUT;Europe
16/03/2021;2021;03;16;1910;25;Austria;AT;8901064;AUT;Europe
15/03/2021;2021;03;15;2664;27;Austria;AT;8901064;AUT;Europe
14/03/2021;2021;03;14;3325;25;Austria;AT;8901064;AUT;Europe
13/03/2021;2021;03;13;3009;25;Austria;AT;8901064;AUT;Europe
12/03/2021;2021;03;12;2847;19;Austria;AT;8901064;AUT;Europe
11/03/2021;2021;03;11;2847;21;Austria;AT;8901064;AUT;Europe
10/03/2021;2021;03;10;2194;18;Austria;AT;8901064;AUT;Europe
09/03/2021;2021;03;09;1965;18;Austria;AT;8901064;AUT;Europe
08/03/2021;2021;03;08;2281;26;Austria;AT;8901064;AUT;Europe
07/03/2021;2021;03;07;2846;18;Austria;AT;8901064;AUT;Europe
06/03/2021;2021;03;06;2319;16;Austria;AT;8901064;AUT;Europe
05/03/2021;2021;03;05;2691;21;Austria;AT;8901064;AUT;Europe
04/03/2021;2021;03;04;2497;17;Austria;AT;8901064;AUT;Europe
03/03/2021;2021;03;03;1926;15;Austria;AT;8901064;AUT;Europe
02/03/2021;2021;03;02;1148;22;Austria;AT;8901064;AUT;Europe
04/01/2022;2022;01;04;0;0;Belgium;BE;11522440;BEL;Europe
03/01/2022;2022;01;03;99212;276;Belgium;BE;11522440;BEL;Europe
22/12/2021;2021;12;22;7367;37;Belgium;BE;11522440;BEL;Europe
21/12/2021;2021;12;21;7349;36;Belgium;BE;11522440;BEL;Europe
20/12/2021;2021;12;20;9094;36;Belgium;BE;11522440;BEL;Europe
19/12/2021;2021;12;19;2842;38;Belgium;BE;11522440;BEL;Europe
18/12/2021;2021;12;18;4743;36;Belgium;BE;11522440;BEL;Europe
17/12/2021;2021;12;17;7726;26;Belgium;BE;11522440;BEL;Europe
16/12/2021;2021;12;16;8092;37;Belgium;BE;11522440;BEL;Europe
15/12/2021;2021;12;15;9271;41;Belgium;BE;11522440;BEL;Europe
14/12/2021;2021;12;14;10577;37;Belgium;BE;11522440;BEL;Europe
13/12/2021;2021;12;13;13863;43;Belgium;BE;11522440;BEL;Europe
12/12/2021;2021;12;12;3905;44;Belgium;BE;11522440;BEL;Europe
11/12/2021;2021;12;11;7108;45;Belgium;BE;11522440;BEL;Europe
10/12/2021;2021;12;10;13082;48;Belgium;BE;11522440;BEL;Europe
09/12/2021;2021;12;09;13421;35;Belgium;BE;11522440;BEL;Europe
08/12/2021;2021;12;08;14997;55;Belgium;BE;11522440;BEL;Europe
07/12/2021;2021;12;07;15640;49;Belgium;BE;11522440;BEL;Europe
06/12/2021;2021;12;06;20720;39;Belgium;BE;11522440;BEL;Europe
05/12/2021;2021;12;05;5961;57;Belgium;BE;11522440;BEL;Europe
04/12/2021;2021;12;04;9624;45;Belgium;BE;11522440;BEL;Europe
03/12/2021;2021;12;03;17752;48;Belgium;BE;11522440;BEL;Europe
02/12/2021;2021;12;02;18303;53;Belgium;BE;11522440;BEL;Europe
01/12/2021;2021;12;01;19643;43;Belgium;BE;11522440;BEL;Europe
30/11/2021;2021;11;30;20849;61;Belgium;BE;11522440;BEL;Europe
29/11/2021;2021;11;29;25184;45;Belgium;BE;11522440;BEL;Europe
28/11/2021;2021;11;28;7065;47;Belgium;BE;11522440;BEL;Europe
27/11/2021;2021;11;27;11579;48;Belgium;BE;11522440;BEL;Europe
26/11/2021;2021;11;26;20025;40;Belgium;BE;11522440;BEL;Europe
25/11/2021;2021;11;25;20220;44;Belgium;BE;11522440;BEL;Europe
24/11/2021;2021;11;24;20160;49;Belgium;BE;11522440;BEL;Europe
23/11/2021;2021;11;23;21120;38;Belgium;BE;11522440;BEL;Europe
22/11/2021;2021;11;22;25605;35;Belgium;BE;11522440;BEL;Europe
21/11/2021;2021;11;21;6747;36;Belgium;BE;11522440;BEL;Europe
20/11/2021;2021;11;20;11207;36;Belgium;BE;11522440;BEL;Europe
19/11/2021;2021;11;19;19136;33;Belgium;BE;11522440;BEL;Europe
18/11/2021;2021;11;18;18557;43;Belgium;BE;11522440;BEL;Europe
17/11/2021;2021;11;17;18134;42;Belgium;BE;11522440;BEL;Europe
16/11/2021;2021;11;16;18421;29;Belgium;BE;11522440;BEL;Europe
15/11/2021;2021;11;15;20827;46;Belgium;BE;11522440;BEL;Europe
14/11/2021;2021;11;14;5506;27;Belgium;BE;11522440;BEL;Europe
13/11/2021;2021;11;13;8358;20;Belgium;BE;11522440;BEL;Europe
12/11/2021;2021;11;12;13749;39;Belgium;BE;11522440;BEL;Europe
11/11/2021;2021;11;11;5054;32;Belgium;BE;11522440;BEL;Europe
10/11/2021;2021;11;10;12747;26;Belgium;BE;11522440;BEL;Europe
09/11/2021;2021;11;09;13015;27;Belgium;BE;11522440;BEL;Europe
08/11/2021;2021;11;08;15261;28;Belgium;BE;11522440;BEL;Europe
07/11/2021;2021;11;07;4070;15;Belgium;BE;11522440;BEL;Europe
06/11/2021;2021;11;06;6453;30;Belgium;BE;11522440;BEL;Europe
05/11/2021;2021;11;05;11135;25;Belgium;BE;11522440;BEL;Europe
04/11/2021;2021;11;04;10175;26;Belgium;BE;11522440;BEL;Europe
03/11/2021;2021;11;03;10702;17;Belgium;BE;11522440;BEL;Europe
02/11/2021;2021;11;02;11713;20;Belgium;BE;11522440;BEL;Europe
01/11/2021;2021;11;01;3581;25;Belgium;BE;11522440;BEL;Europe
31/10/2021;2021;10;31;3057;18;Belgium;BE;11522440;BEL;Europe
30/10/2021;2021;10;30;4968;16;Belgium;BE;11522440;BEL;Europe
29/10/2021;2021;10;29;9287;21;Belgium;BE;11522440;BEL;Europe
28/10/2021;2021;10;28;9190;18;Belgium;BE;11522440;BEL;Europe
27/10/2021;2021;10;27;9221;33;Belgium;BE;11522440;BEL;Europe
26/10/2021;2021;10;26;9397;27;Belgium;BE;11522440;BEL;Europe
25/10/2021;2021;10;25;9703;18;Belgium;BE;11522440;BEL;Europe
24/10/2021;2021;10;24;2449;16;Belgium;BE;11522440;BEL;Europe
23/10/2021;2021;10;23;4090;20;Belgium;BE;11522440;BEL;Europe
22/10/2021;2021;10;22;7145;18;Belgium;BE;11522440;BEL;Europe
21/10/2021;2021;10;21;6903;10;Belgium;BE;11522440;BEL;Europe
20/10/2021;2021;10;20;6552;14;Belgium;BE;11522440;BEL;Europe
19/10/2021;2021;10;19;6295;13;Belgium;BE;11522440;BEL;Europe
18/10/2021;2021;10;18;6566;19;Belgium;BE;11522440;BEL;Europe
